,glk,agp,yihX,pgm,ptsG,malx,crr,galM,yihR,yeaD,pgi,ascF,chbF,ascB,bglA,bglB,yggF,glpX,fbp,pfkB,pfkA,fbaB,fbaA,tpiA,gapA,pgk,gpmA,ytjc,gpmM,eno,pykF,pykA,ppsA
30,7.642129417775354e-06,3.042518363111685e-05,3.85559682087123e-06,3.830619348471184e-06,7.694960299785444e-06,9.505620102831289e-07,6.135249648008312e-05,7.574815307439049e-06,1.1850445136823981e-07,3.892010078002337e-06,3.116251924725596e-05,4.762005505054632e-07,1.1921362372367645e-07,9.59502576479777e-07,3.83335001114798e-06,1.1873623834000955e-07,2.3748974488933696e-07,1.94205728727289e-06,1.5013548088300448e-05,1.509038105266817e-05,1.5303811414206322e-05,0.00012474965385278198,6.107741363201751e-05,7.687120680337318e-06,3.045444077244448e-05,3.09938548900847e-05,0.00012140696939061616,3.857621012578278e-06,3.889052526738294e-06,1.5196390046849248e-05,3.0431338575132578e-05,1.5221001022584815e-05,1.513357593190779e-05
31,7.78139123793397e-06,7.642467891028818e-06,3.884219845200036e-06,7.752516298652546e-06,1.5609434375737815e-05,4.82935998254055e-07,6.195481466397836e-05,3.8205115847389445e-06,6.036300943363395e-08,1.5558791410624517e-05,3.116476468103513e-05,2.436924199482978e-07,9.663471400797237e-07,1.9408393705817647e-06,1.9347625133271745e-06,4.88174173181119e-07,1.2061147423124083e-07,1.5529342701319044e-05,1.5005918082860823e-05,3.806857942114889e-06,1.6265132551222664e-05,7.91785557801461e-06,0.00012357344102243955,1.5552765607903632e-05,0.0001231674735640955,3.0694808336680504e-05,3.058361596098637e-05,3.866543666804552e-06,1.5526735492123402e-05,6.194040039083478e-05,6.20082422305208e-05,3.063027166347092e-05,1.52865120721917e-05
32,7.711575954848296e-06,1.5310864155995613e-05,7.750302745403735e-06,1.5298561913304994e-05,3.1358146838788924e-05,9.640323835146937e-07,0.0001240307497045253,1.5303760832387752e-05,2.418456339033473e-07,3.1094224228257724e-05,0.00012418991015083263,2.424077454732229e-07,4.797313092648784e-07,9.639176834036466e-07,3.837500389624719e-06,1.211673434295889e-07,4.797757081170692e-07,7.91501926202918e-06,1.505541830708806e-05,7.623869065862253e-06,3.25104447336044e-05,3.146300262610343e-05,0.00024659334113567583,1.5437207390870693e-05,0.000122105015401245,6.162177082887936e-05,6.105694723608821e-05,3.828424577547761e-06,1.555194315378776e-05,0.00012328803148681821,6.170900380958198e-05,3.083941258751398e-05,6.167866208738434e-05
33,1.559252135528887e-05,6.186191788265998e-05,3.138166220675166e-05,3.1004039135925664e-05,3.176128111922476e-05,1.9492687478009704e-06,0.000252083332894444,3.107310145995015e-05,4.861273882999885e-07,3.1281502326252454e-05,0.00012560749514714043,4.877084152255295e-07,4.884375682509409e-07,1.94961926167735e-06,3.889070522424078e-06,2.4487639595599363e-07,4.868580395531671e-07,8.049366900757504e-06,3.0514834687949366e-05,1.537160938525085e-05,6.304833421597737e-05,0.00012754866494106893,0.00024877714474565307,3.145751238083225e-05,0.00024766007907735916,0.00012571282279376402,0.00012485566523317545,7.83663520290426e-06,1.5711319219502844e-05,0.0001246443916379841,6.256052331532137e-05,6.267758407188569e-05,0.00012548964622003154
34,1.565805806230758e-05,6.23553684357518e-05,3.208042889998648e-05,3.16102855513986e-05,6.48110936129063e-05,9.842013876104025e-07,0.0002529197320229866,1.5541635325483787e-05,9.746994472472919e-07,3.157302984841456e-05,0.0001256542503897079,1.968048884335246e-06,9.812261768164319e-07,3.960684183103561e-06,3.9133761205889245e-06,1.976324682162893e-06,9.719945195377805e-07,8.023522172519165e-06,3.082732606902905e-05,3.1224049022246485e-05,3.2746122618598775e-05,0.00025566472096749427,0.00025098908111527906,3.1656875153866764e-05,0.0002504951470780424,0.00012597211497817514,0.00012467265616003404,7.875818222313976e-06,7.920384000170197e-06,0.00012545273744947566,6.233517430594134e-05,3.1340055742943296e-05,0.00012581233379773982
35,1.554411145808841e-05,6.180477588189497e-05,3.2019052920883956e-05,3.121540195875088e-05,6.380621125748373e-05,1.947867322356379e-06,0.00025084162780237955,3.119906369207114e-05,4.858170651967851e-07,3.143705717827518e-05,0.00012616453726996556,3.936844586227238e-06,1.9400338351579514e-06,3.882612852775716e-06,7.751470930847088e-06,9.814019703374467e-07,3.945780940579562e-06,1.582325915130907e-05,3.107269065347944e-05,3.105983515598613e-05,3.2394388254449914e-05,0.00025332314660981285,0.0002491629162465497,3.1458094634153496e-05,0.00012368834573607437,0.0001249841544743497,0.0001237055170594805,7.793230941377666e-06,7.886472110169233e-06,0.00012484790726200484,6.223812777327855e-05,3.118413568767862e-05,0.0001246435676955795
36,7.580245090611339e-06,1.4957243042319137e-05,1.544865094214637e-05,1.5276501351064316e-05,3.0982916189099165e-05,1.8943047898733561e-06,0.0001223651164909798,1.5232052713285306e-05,1.9127918117416754e-06,7.619118150252108e-06,6.209089155123075e-05,1.9066414397906538e-06,9.568486773464854e-07,3.836275345358306e-06,1.907140607640341e-06,9.611645235304876e-07,9.568840986773011e-07,7.710887804904556e-06,1.4982100537367619e-05,1.5039354107145607e-05,3.1210388171834005e-05,0.00012500952111449537,0.0001222907223127437,7.66670002229596e-06,6.093239967837278e-05,6.114899900388251e-05,6.07579216118681e-05,7.627543861157024e-06,7.676284471187987e-06,6.105222519565413e-05,6.11470587916103e-05,3.0352223878221602e-05,6.095729690755885e-05
37,3.087192496948326e-05,3.05359816649501e-05,6.34460172795219e-05,6.313374704850396e-05,0.0002501709731142442,1.9274556419913814e-06,0.00012315298197427505,3.077453119370221e-05,1.5701227505140328e-05,3.089405459930154e-05,0.00012607399804039706,3.149250829767806e-05,7.712493583639203e-06,3.1527251376135075e-05,3.089348278571562e-05,1.5731938081278732e-05,7.777102503633748e-06,0.0001266557124844376,3.0881313835048326e-05,6.154645852652644e-05,0.00012981177531367014,0.00025036320941493675,0.00012272989702431417,3.1312162463935406e-05,0.00012299580088005998,0.0005195698484068234,6.139140225397317e-05,1.553796808631472e-05,1.569578980534747e-05,0.0002454841339438213,6.161818631915625e-05,3.078657666175423e-05,0.00024500038555121063
38,3.107659353424339e-05,3.0737163293312534e-05,1.5489092737718987e-05,1.5291767546763726e-05,3.148501481639654e-05,3.882515325121683e-06,0.00012314809755296013,1.5292293193585918e-05,9.616748570510013e-07,1.5622895381122514e-05,6.24370771283046e-05,3.933083315745197e-06,9.67267436902851e-07,3.923714009699223e-06,3.919882365372834e-06,1.9375808095919757e-06,1.9344121130469687e-06,1.604448809665979e-05,1.5378418895333003e-05,3.072261876698249e-05,6.100998524065777e-05,0.00025235743192407456,0.00012305744531098577,1.5702140891366363e-05,0.00012312139947373267,0.00012506399002037364,0.0001234557051037853,1.559004781671553e-05,1.5874007407960334e-05,6.134872486480641e-05,6.142436365718026e-05,3.096467313045892e-05,0.00012421848217825468
39,1.5435136004159998e-05,1.5197515170047811e-05,3.147987448701495e-05,7.766740117379448e-06,6.313620938608971e-05,7.77667581649819e-06,0.00012291574178413073,7.709470919183496e-06,3.846223952242774e-06,7.791340529317862e-06,3.139998488471956e-05,7.711173252242547e-06,1.9458892681839488e-06,1.552223036335208e-05,7.734738638814739e-06,7.76810590804647e-06,7.726643971260477e-06,3.1386039586599035e-05,1.5192693799925876e-05,1.5395740828463744e-05,6.163851488000401e-05,0.00012600509508048588,6.204461077465917e-05,1.5653483787288626e-05,6.182835384172041e-05,6.216341820879432e-05,6.177655136954598e-05,1.5386034888918982e-05,7.852954585614702e-06,6.214649048699607e-05,6.209844417200232e-05,1.5522517667385305e-05,1.541796339076981e-05
40,3.070146430735942e-05,3.0394206569851523e-05,3.121370997354488e-05,1.55205374297226e-05,6.324460556156004e-05,1.927577961281795e-06,0.00012310756433206663,1.5383604275700246e-05,9.702875487916798e-07,7.792087367563151e-06,6.258087318574212e-05,1.9354072109898984e-06,2.3886059311847174e-07,3.878964934242826e-06,3.865858739006969e-06,2.4125611784306293e-07,9.675283469750088e-07,7.968798961456385e-06,7.5142658196467655e-06,3.0755943222188376e-05,6.184777052405737e-05,0.00025243684955499507,6.111485217947886e-05,1.5556179257308085e-05,6.106889522564702e-05,6.140682533871802e-05,6.115170731978602e-05,1.5507000606034577e-05,1.5557022502958393e-05,0.00012307583076346805,6.172573076092749e-05,3.1056427082469754e-05,6.19431028115761e-05
41,3.0955422622035516e-05,3.054708565525917e-05,3.1176756800013825e-05,1.5325141478642054e-05,6.284145503526818e-05,3.859179394939563e-06,0.00012316568237637253,3.083260442099352e-05,1.9303015742335185e-06,7.64431712896188e-06,6.250752892042321e-05,3.845662101878095e-06,9.577276400551887e-07,7.708242822462829e-06,7.650474373157681e-06,1.922470103263653e-06,1.9260189716249263e-06,1.5501076835526402e-05,3.9088902564746244e-05,3.074407232293055e-05,6.193581473451992e-05,0.0002477717561005783,6.11340852043878e-05,3.112251998002631e-05,0.00012281332594056183,0.00012350206757559684,0.0001225982142854986,3.066373918818933e-05,1.540874253481219e-05,0.00012305061248011256,6.130583399072431e-05,3.075033243155577e-05,6.188932225802275e-05
42,1.5275350185106534e-05,3.0368439866165008e-05,3.115881154564833e-05,7.791000612857538e-06,6.291074122627219e-05,3.832199754613337e-06,0.00012341939455203267,1.533287298479096e-05,4.784654537235435e-07,7.745206803370904e-06,6.274362029931756e-05,1.9318908482625247e-06,2.392915627720505e-07,3.863051292581632e-06,3.822706873173166e-06,9.683441446435002e-07,9.688794253165e-07,7.867274272095074e-06,2.91245878668867e-05,1.5142902391405488e-05,6.132216790408261e-05,0.00025060313272958536,6.144998997165562e-05,1.5500574751432337e-05,0.00012252359739844937,6.171459255485907e-05,0.00012270710190326724,1.5386197621510246e-05,7.732029252172013e-06,0.0001227687639499654,6.160527566585291e-05,3.067507213135006e-05,3.084489690437368e-05
43,3.117088379415543e-05,3.0798932231363324e-05,6.307355400127949e-05,3.1342376124537344e-05,0.00012873360858453825,7.800843587089004e-06,0.00012497432318712731,1.558051805683635e-05,9.819671879153605e-07,3.182321478458044e-05,6.356444080742053e-05,3.990179667616892e-06,9.71795357500347e-07,3.966574176280733e-06,3.937138668253611e-06,1.9417979828295827e-06,3.909632103109845e-06,1.6129272924481007e-05,0.00025072011447295093,3.097783735621567e-05,6.227570146829232e-05,0.00025122545243822794,6.182402168777272e-05,1.586671623882295e-05,0.00012451748634127459,6.180015941413438e-05,0.00012429708915275575,1.561301527413668e-05,1.575017877479094e-05,0.0002466958940081714,6.211297734168331e-05,3.112476253163459e-05,3.1173232863725936e-05
44,3.0424037259487178e-05,3.0246490967685677e-05,3.0843123059508e-05,7.780187685353604e-06,3.121808456228493e-05,1.9262838090157422e-06,6.128200968362557e-05,7.658630995613899e-06,9.681591702388154e-07,7.768829977186277e-06,3.0803350499723635e-05,3.877421630238471e-06,4.819250720836947e-07,1.920262680778707e-06,3.838850166487409e-06,1.940603319196903e-06,9.568796709392406e-07,3.927575362045486e-06,1.5836904551360866e-05,1.5256227276343102e-05,3.214940233852262e-05,0.0001248137449125632,6.167124205576618e-05,1.5585678857494857e-05,6.151603406864654e-05,6.159717225302026e-05,6.136202793904002e-05,1.550978904600704e-05,7.751962851077712e-06,0.00012297206218890298,6.168110844731811e-05,1.5453461601725047e-05,1.529178776361509e-05
45,3.103980268962416e-05,3.071368420432281e-05,1.544753786065764e-05,7.752208822899654e-06,1.555208708011833e-05,1.922714116807104e-06,6.157820059223237e-05,7.726567357716033e-06,4.830432742698018e-07,7.739663973156975e-06,3.142762399832968e-05,3.888068032553714e-06,2.415235529983861e-07,1.9456976183040445e-06,3.838104178491603e-06,9.69805339130448e-07,4.851514712046223e-07,7.989823573842757e-06,2.153540994735989e-05,1.5296943933218065e-05,3.2187848804729806e-05,0.00012560002256507068,6.157697944089264e-05,1.558765710241979e-05,6.131920883278601e-05,6.163415528513492e-05,6.139903213799607e-05,1.5531005795677842e-05,7.732504604181558e-06,6.137030325724175e-05,6.164483072788645e-05,1.5484322164613342e-05,1.5379760826109226e-05
46,3.0799787330616537e-05,3.047804403465007e-05,3.08814567311436e-05,7.658625932979691e-06,3.13441579627227e-05,1.9158921641536858e-06,6.11715584897535e-05,1.5321707630551484e-05,4.771988375502974e-07,7.756468447470665e-06,3.1075710207786207e-05,1.919236039811119e-06,2.4059629969542156e-07,3.87594811752619e-06,3.830148391975441e-06,9.549277714185815e-07,9.515502998507526e-07,3.956586269936259e-06,3.575227341304656e-05,1.5181409741856581e-05,3.2276036335740136e-05,0.00024918943529517277,6.154690605727516e-05,1.5472770365200522e-05,6.12089333609054e-05,6.145429591632526e-05,6.119566347704384e-05,1.541299057542233e-05,3.908960214208177e-06,0.0001234073206004303,6.127038451536161e-05,1.5332670274306918e-05,3.0755272312905026e-05
47,3.1264344111157996e-05,6.193810752023932e-05,6.250703308516937e-05,1.561511053214698e-05,6.324535809209192e-05,3.928089457408546e-06,0.00025199769637253435,3.131837262590823e-05,4.878689934404688e-07,7.843839133462387e-06,6.438786940316166e-05,1.951344398486694e-06,4.888342198932652e-07,3.947523673642704e-06,3.915070897200451e-06,4.890171498478951e-07,9.80505817351807e-07,8.05396549445999e-06,5.684046300845272e-05,3.1124741957032206e-05,6.41843162990706e-05,0.0002528657356709959,0.00012539528091156657,1.577482110099411e-05,0.00012463252739282666,0.00012541716601296044,0.00012489314137064682,3.143568565906628e-05,7.996089967568232e-06,6.292192893737998e-05,0.0001254728907808039,3.1367932398910406e-05,6.325798521759711e-05
48,3.087508829005197e-05,3.055978953187598e-05,3.108154473563748e-05,1.5378856026590474e-05,6.282953404095817e-05,1.9192614136866186e-06,0.00012255356832181072,1.5371822771876948e-05,2.404036168062535e-07,7.814954598133129e-06,3.126858110816727e-05,1.9222858427271857e-06,4.792713887728512e-07,1.928756956425115e-06,3.8326101589631e-06,2.420197937388462e-07,9.734618657953865e-07,7.908100195994928e-06,2.9925641022577076e-05,1.5211365023152862e-05,6.125710130910351e-05,0.00012584493931565798,6.154039683967829e-05,1.5564562327213408e-05,6.127297669630965e-05,6.160861507072093e-05,6.12293292782357e-05,1.546166666888084e-05,3.939476490585798e-06,0.000124128601008492,6.169036472040581e-05,3.0869741446957425e-05,3.092447808054705e-05
49,3.0592714915391245e-05,3.030701341432828e-05,3.0952066926170766e-05,1.5473946637786956e-05,6.180845296133053e-05,1.90574805399452e-06,0.0001231560755413091,1.5202368218160042e-05,4.746320423246532e-07,7.642902371205575e-06,6.173283088622405e-05,3.8596590238472834e-06,2.376972184973621e-07,1.565014189295043e-05,3.851090821854539e-06,4.78425919955999e-07,5.890523028045527e-05,3.104062343837934e-05,4.303791953877221e-05,3.0588711041993824e-05,6.120468506668713e-05,0.00024999805359732273,6.089185267516938e-05,1.542029749858007e-05,0.00012187213027337076,6.0983131480779655e-05,6.074358503625686e-05,1.5422397478251727e-05,7.750804838625073e-06,0.00012224344084448387,6.089386529578622e-05,3.037697279190263e-05,6.09963552784523e-05
50,7.584831377706413e-06,1.4896707375434606e-05,1.5152084356582033e-05,3.770852483010283e-06,1.5292050585115102e-05,9.533150482926656e-07,6.050745935207057e-05,3.737099134623186e-06,2.4017695116183086e-07,3.7948732720956735e-06,1.5305662823806363e-05,4.67297374997252e-07,1.1753760169155542e-07,9.561689684190426e-07,1.8809522270902358e-06,1.1757334759150218e-07,2.3609617276070744e-07,1.9255454109272696e-06,1.534166306100061e-05,7.5391728367050904e-06,1.535481194923163e-05,6.14606741435041e-05,3.0034937559818272e-05,3.7974228153257415e-06,2.9961566801614548e-05,3.0046375753538344e-05,2.9969450504914512e-05,3.7843869952379376e-06,1.8966415921936263e-06,6.024102338113588e-05,3.009046143916713e-05,1.4987855702482227e-05,3.06035563136384e-05
51,3.07127502864407e-05,3.025516962566787e-05,3.127703614960431e-05,1.5545878897707147e-05,6.333028428678273e-05,3.842907426914761e-06,0.00012337901670979887,1.5265044047980236e-05,9.63355850095876e-07,7.734590364807077e-06,6.288367436507581e-05,3.910637567931308e-06,4.813838070263212e-07,3.883162133207399e-06,7.759591607880379e-06,1.919364181312965e-06,1.9396542719790113e-06,7.974194879820064e-06,3.129660106950859e-05,3.057286246569189e-05,6.178802751024597e-05,0.00025133857104635033,0.0001221478023187473,1.5489973304552426e-05,6.116779799755289e-05,6.145449903437463e-05,6.125495520763484e-05,1.540342649380425e-05,7.854704178118083e-06,6.122920785386148e-05,6.119319591958433e-05,3.082424914568697e-05,3.0577389792261404e-05
52,6.252575359454658e-05,6.171508210410105e-05,6.27356574446297e-05,1.548832484239051e-05,6.339793016718075e-05,3.886785736448198e-06,0.00024958838482565775,3.1054148398569526e-05,9.733035791455891e-07,7.793184577013162e-06,6.334112789773123e-05,3.922103640867189e-06,4.893498957579323e-07,3.898638002870042e-06,3.925288712924776e-06,4.894793041548852e-07,1.949440130903241e-06,1.6058143820079172e-05,3.1290291804325386e-05,3.080557005338594e-05,6.480149760134001e-05,0.00012623235919268365,0.00012471040711846187,3.1294015151252664e-05,0.0001244184237768935,0.00012418030551444363,0.00012465568019738514,3.127180574428027e-05,1.5698290498233258e-05,0.00012384682119593503,0.0001248017820489759,3.103658146050657e-05,6.278685300538457e-05
53,1.5210721499486593e-05,3.04345573422307e-05,1.534654185083455e-05,7.627685040875648e-06,1.55234617037936e-05,9.524980600411559e-07,6.060220789332647e-05,7.615774637169939e-06,2.401701243307261e-07,3.828401801054427e-06,3.113945626989218e-05,4.7163738115076925e-07,2.3959862978582815e-07,1.9408611811260106e-06,1.9215184922682662e-06,2.407219764583857e-07,4.787134840236066e-07,3.882584620834448e-06,1.5413866815789326e-05,1.5207443973312753e-05,3.1516978600281546e-05,0.00012479848215045858,3.0311761855423774e-05,7.714803432648633e-06,6.09643892415584e-05,3.0333850878847224e-05,6.115279876458165e-05,7.659790426984274e-06,3.892318821610418e-06,6.1002121429267333e-05,6.123151495814853e-05,1.535656801584437e-05,1.5269050602933914e-05
54,3.1218951298852136e-05,3.0718191772493765e-05,3.147203033907598e-05,1.550437664989946e-05,3.186415672510767e-05,1.955541113038329e-06,0.00012413311403612634,1.5603801541319746e-05,1.9415117612020688e-06,7.881729481798373e-06,6.350140242919965e-05,1.9513005420330554e-06,4.86149883182311e-07,3.919649165573374e-06,3.917509557484503e-06,1.969135479500257e-06,1.9566376166853586e-06,8.066603848695935e-06,3.1292546444831764e-05,3.104029513627303e-05,3.2102300088279135e-05,0.00025396531522823234,6.23006121949611e-05,1.576904519341812e-05,0.00012599335117553852,6.195497848181087e-05,0.00012539030755750682,1.5771359472803407e-05,7.873772449650392e-06,0.00012656331483088082,0.00012591741703013416,3.115648415837274e-05,3.1179518525553096e-05
55,1.528691627533306e-05,3.0142461344680174e-05,3.054074579176508e-05,7.60720603755048e-06,3.1072444172203924e-05,1.9314886191769274e-06,0.0001233550409719067,1.5383726305701584e-05,4.7519147279714874e-07,3.8498792534560715e-06,6.182275479445755e-05,9.52220430972341e-07,2.396339519049818e-07,1.944730653211531e-06,3.8031052157857595e-06,2.414000109208552e-07,9.549486026406338e-07,3.9083426951113695e-06,1.5330592646355985e-05,1.5174456754922376e-05,3.068064890873988e-05,0.00012397107616464575,6.123179829273856e-05,7.636105082347933e-06,6.10178904008251e-05,6.116601892051307e-05,6.069325311427946e-05,7.602038349512368e-06,3.846857085614787e-06,6.130129531349583e-05,6.108488335455075e-05,1.5348296971630195e-05,3.063181052980245e-05
56,3.075571958413448e-05,3.0317372786730997e-05,3.109584807001441e-05,1.530290096705e-05,6.259779508808615e-05,1.933469927902747e-06,0.00012151857435296512,1.5191749794058913e-05,4.7412184681455393e-07,7.687395084539641e-06,6.216867824554107e-05,1.9212644702257917e-06,2.422032048161179e-07,3.8526567531581645e-06,3.8105866630456504e-06,4.789084551701052e-07,1.9568794991558317e-06,7.795606196120577e-06,3.093977263740632e-05,3.059386764276126e-05,6.104132957301089e-05,0.00024843187340446856,6.066601743091938e-05,1.538920848492309e-05,0.00012168335885711851,6.07112698769118e-05,0.00012214626818904305,1.5282177665428085e-05,7.651126785457131e-06,0.00012198343711913626,0.00012196714983067068,3.076552052271888e-05,3.0787858804974586e-05
57,1.5296933821380625e-05,1.5066817870726718e-05,1.541079000532605e-05,7.608377801395509e-06,1.557065445700333e-05,1.930412589435515e-06,0.00012255243415343196,7.612462783970531e-06,2.39441881437497e-07,3.877629248343249e-06,6.174666623464445e-05,4.757619409063973e-07,2.385218316945066e-07,1.9379407511797677e-06,1.9119726394658855e-06,2.410012454229678e-07,4.774563108621624e-07,3.885824934076216e-06,7.604174370624313e-06,1.5188155074734806e-05,3.097714112950711e-05,0.00024793444920285775,6.127346274244645e-05,7.695163768510758e-06,6.0853343934995435e-05,3.039832564434352e-05,6.0780738600566115e-05,7.638371856423236e-06,7.633828888475494e-06,6.0710547498454484e-05,6.100986425126647e-05,1.5309295474764504e-05,3.0834581488127875e-05
58,1.5315490171154725e-05,3.084118621898357e-05,3.0966986189463596e-05,7.734390966312828e-06,3.13898573261836e-05,1.9277958617464407e-06,0.00012303849327297703,1.533757662042332e-05,2.4360625223704006e-07,3.864844348794783e-06,6.261915051980214e-05,9.615814133473225e-07,2.4235855665949796e-07,3.88103474566793e-06,3.818893083296336e-06,4.882203216090657e-07,9.696175217921051e-07,7.757535001277177e-06,1.5163637302740503e-05,3.070180932078807e-05,6.168335102916198e-05,0.0002516885476249342,6.145819590017216e-05,1.5421184348316147e-05,6.144584680030782e-05,6.147493614140329e-05,6.110317793797924e-05,7.702818098060709e-06,7.91252393520588e-06,0.00012327197744408172,6.112475077472096e-05,3.081334993511372e-05,3.09734554840991e-05
59,1.531259495209348e-05,3.0711958508741756e-05,3.08462426478405e-05,7.679146913037544e-06,3.1475754505105433e-05,1.9265983507165023e-06,0.00012282412390201457,1.5321991223069768e-05,2.3850196589068236e-07,3.8928283021100285e-06,6.265509043477912e-05,9.681214116413788e-07,4.776160393341582e-07,3.872321819311548e-06,1.912334144465377e-06,9.704973078370953e-07,9.703715752591575e-07,7.828004393714695e-06,1.5199142727777278e-05,3.0468656929824402e-05,6.193200726003345e-05,0.0002506992327089069,6.158377749116909e-05,1.5373651921615856e-05,6.145575838126515e-05,0.00012365948692966724,6.126171770668818e-05,7.640573644016169e-06,7.867326277834316e-06,0.00012243372859818967,6.154959131010612e-05,1.53693232858536e-05,3.090649416363073e-05
60,3.1034037541304654e-05,3.081730172678216e-05,3.1397120612673614e-05,7.734830672387105e-06,3.162215645660787e-05,7.756981195420118e-06,0.00012435543994725607,1.537867303990092e-05,7.796090610232541e-06,1.5780776461602017e-05,6.277863566961849e-05,3.878536746825337e-06,1.94222418468299e-06,1.5709564124431743e-05,7.760725282462064e-06,7.750420580687678e-06,7.829349904793376e-06,1.593716597996735e-05,1.536834798692602e-05,3.0810376240524526e-05,6.561114841829673e-05,0.00025393023065148086,6.192103649208463e-05,1.5608350980452723e-05,6.216596598351471e-05,0.00012518516299214318,6.172658762926846e-05,1.564946946175402e-05,1.5833167639802253e-05,0.00012437648582526542,6.178529101269116e-05,3.105944505632962e-05,3.114480865362728e-05
61,1.545094884108117e-05,3.093586649010407e-05,3.111466203777001e-05,7.743235905896695e-06,3.172971977251758e-05,1.9424771257869757e-06,0.0001244277178247994,1.5415058990228745e-05,4.855460961918851e-07,7.939952869308981e-06,6.307651433989913e-05,1.9418634475157347e-06,1.9359087910225707e-06,7.854465338366987e-06,3.8532450967184575e-06,1.9735687463838363e-06,1.947792642308487e-06,7.843486556949662e-06,6.3356412586456e-05,3.0758139027626955e-05,6.245590054305867e-05,0.0005029836050293303,6.191567462237239e-05,1.5635127698475975e-05,6.195587948763228e-05,0.00012520245935125656,6.159660220380874e-05,7.76188990797515e-06,8.00104949969283e-06,0.00012470752181653936,6.192083183204598e-05,3.089013380438535e-05,3.1003916167330044e-05
62,1.540036194756702e-05,1.5278985741619636e-05,1.5492502652785063e-05,3.853930337301057e-06,1.5650297073483513e-05,9.639106743949056e-07,6.188527219054907e-05,7.663021558959714e-06,2.386947024657469e-07,3.930809050295647e-06,3.118667129517164e-05,9.573434296405414e-07,4.810488460182437e-07,1.9107116991955257e-06,1.9118993355982946e-06,9.69302224323059e-07,9.725678199636366e-07,7.954541617557822e-06,7.59734121486653e-06,1.5383350049639816e-05,3.131992535883968e-05,0.00012584493931565798,3.0358283790788053e-05,7.77014990803443e-06,3.0508037675000015e-05,6.21247213130032e-05,6.150973141668183e-05,7.757729868296721e-06,3.926254082243437e-06,6.170178406318144e-05,6.145340220488368e-05,1.5437197186313998e-05,1.542383500783848e-05
63,3.0839636834135726e-05,3.0703554742258024e-05,3.112496827840642e-05,7.732642615077365e-06,3.1341050171162184e-05,1.93417300768508e-06,0.0001239411682321617,1.5400443389413406e-05,4.836596148139082e-07,7.82070127030867e-06,6.308623023014964e-05,1.929448118885548e-06,2.4141006430843414e-07,3.118341421102939e-05,3.870172228944701e-06,4.869780973219432e-07,9.708348135530152e-07,3.9741538922682494e-06,3.0482154321109423e-05,3.055938551172044e-05,6.313620938608971e-05,0.0002518976018471976,6.199139774326986e-05,1.557901443251962e-05,6.193487307925881e-05,0.00012441957521417774,0.00012343179605626777,1.5566681953276936e-05,7.868512101967629e-06,0.00012352501037626824,6.173548344140696e-05,1.541382605931883e-05,6.230435995966519e-05
64,1.5366123317875556e-05,3.0716283081800936e-05,1.5554595724366508e-05,7.690673447634544e-06,3.132806293806671e-05,1.9212682803083355e-06,0.0001231865269001612,1.529320300963205e-05,9.704402129637088e-07,7.81568303406339e-06,6.201685066953622e-05,9.584116247116756e-07,3.101670751386803e-05,1.5448702002854137e-05,3.8462722599520695e-06,3.889759562735017e-06,1.9441059819634256e-06,3.949089658901479e-06,1.5075395629594842e-05,3.0788041972650626e-05,6.080368473821582e-05,0.00025158791065854456,6.139310672027827e-05,1.541785128094753e-05,6.124491407145245e-05,6.131823601861757e-05,6.12290459550704e-05,7.69784497140104e-06,7.900633562503654e-06,0.00012286984308222294,6.13217220074897e-05,1.536520916368872e-05,3.0980560981613e-05
65,3.084381627409355e-05,3.058951986306661e-05,3.0937134400088225e-05,1.5447905475031708e-05,3.126541880727012e-05,1.929826960549204e-06,0.00012404157270794067,1.5386309501165163e-05,1.9221015998513034e-06,7.773422454467983e-06,6.237561034021292e-05,1.9118121329335345e-06,9.599663372446232e-07,3.852964921913805e-06,3.8643461941584156e-06,9.688403577499834e-07,1.9526321535857125e-06,7.955430310374202e-06,1.5466788101893225e-05,1.526653755259687e-05,3.1547765265501665e-05,0.00025309082443405204,6.116893016442948e-05,1.565237664108731e-05,6.136551641751652e-05,0.00012490436989195169,6.138693839981852e-05,1.5600686817388173e-05,7.930930407553536e-06,0.00012381530629991216,6.162853308535647e-05,3.0637764240770763e-05,6.185095953049305e-05
66,6.186752047677195e-05,6.165677148573134e-05,6.248848340929801e-05,3.087655781372769e-05,6.350152835959012e-05,3.883072292307772e-06,0.0002484729324412476,3.078085854613089e-05,9.774067335732362e-07,1.583176521713808e-05,0.00012592132918428102,3.85640738975599e-06,9.743799208453602e-07,1.573496459422952e-05,7.732928867750994e-06,9.792459751031325e-07,1.9526102107644554e-06,1.5913164155508412e-05,6.15959914426507e-05,3.043636804833451e-05,6.433872819770619e-05,0.0005059551722151215,0.00012356682458698816,3.099746100095191e-05,0.00024952701718007045,0.0002510733790646587,0.00012370069249450924,3.11200307312403e-05,1.571064415973328e-05,0.00025014666458406966,0.00012422316270578086,3.1280365044830564e-05,0.00012462634854573846
